## time, ee_tot, ee(0), phi2_tot, phi2(0), vy2_tot, vy(0), vp2_tot, vp(0), N0p2_tot, N0p(0), Ns2_tot, Ns(0)
     0.00000000  +0.12379087759794E+002  +0.24545593952735E+000  +0.19516266899330E+001  +0.38697388053103E-001  +0.25132741228718E-002  +0.00000000000000E+000  +0.36955979115035E-011  -0.00000000000000E+000  +0.00000000000000E+000  +0.00000000000000E+000  +0.00000000000000E+000  +0.00000000000000E+000
     1.00000000  +0.12380059857128E+002  +0.24547521183401E+000  +0.19395474788353E+001  +0.38456707789118E-001  +0.24878462751900E-002  +0.45572646792452E-010  +0.41612622493054E-008  -0.77278351224823E-014  +0.12399072839730E-011  -0.41534354904046E-008  +0.12515848753200E-004  +0.96930866372101E-012
     2.00000000  +0.12382795831585E+002  +0.24552921063746E+000  +0.19277953402001E+001  +0.38220347104556E-001  +0.24185510753097E-002  +0.25392392399517E-009  +0.63265819248061E-007  -0.15509124784297E-012  +0.55961972363893E-011  -0.32489810704559E-007  +0.49524979000035E-004  +0.96677040472863E-011
     3.00000000  +0.12387052124529E+002  +0.24561279648048E+000  +0.19163491626801E+001  +0.37988167124889E-001  +0.23076710987752E-002  +0.16547673276812E-008  +0.31463238571710E-006  -0.11541282947655E-011  +0.15282699973505E-010  -0.10696284127686E-006  +0.10947735073993E-003  +0.62629649338167E-010
     4.00000000  +0.12392616871320E+002  +0.24572153217180E+000  +0.19051907100328E+001  +0.37760104109424E-001  +0.21590571931209E-002  +0.81597462720600E-008  +0.97886983461513E-006  -0.73040300618350E-011  +0.34722444904692E-010  -0.24674146384386E-006  +0.18988401311123E-003  +0.36041239555541E-009
     5.00000000  +0.12399305418261E+002  +0.24585159423480E+000  +0.18943041373177E+001  +0.37536153987268E-001  +0.19779933316546E-002  +0.27980806277039E-007  +0.23481351942369E-005  -0.36553013184492E-010  +0.71411733790593E-010  -0.46789749984025E-006  +0.28741317712339E-003  +0.15257062055072E-008
     6.00000000  +0.12406956580928E+002  +0.24599969691261E+000  +0.18836755899282E+001  +0.37316358724926E-001  +0.17710008138817E-002  +0.74328878125096E-007  +0.47705176538498E-005  -0.14113083394026E-009  +0.13682930528036E-009  -0.78317719654351E-006  +0.39802190710067E-003  +0.49353124626135E-008
     7.00000000  +0.12415429493302E+002  +0.24616302603727E+000  +0.18732928691655E+001  +0.37100794249262E-001  +0.15455891192821E-002  +0.16547837126864E-006  +0.86312049350977E-005  -0.44048133002089E-009  +0.24719476809190E-009  -0.12018572058485E-005  +0.51711835456009E-003  +0.13077607540474E-007
     8.00000000  +0.12424600935637E+002  +0.24633918085679E+000  +0.18631451525662E+001  +0.36889559746188E-001  +0.13099631444697E-002  +0.32429635764613E-006  +0.14331232774705E-004  -0.11666258535757E-008  +0.42392436396606E-009  -0.17296832970459E-005  +0.63974810514441E-003  +0.29893648011469E-007
     9.00000000  +0.12434363054881E+002  +0.24652612242839E+000  +0.18532227599717E+001  +0.36682768209721E-001  +0.10726985884857E-002  +0.57734126861712E-006  +0.22264734115469E-004  -0.27207366986280E-008  +0.69368013666680E-009  -0.23688880710988E-005  +0.76079711089469E-003  +0.61067332157902E-007
    10.00000000  +0.12444621410044E+002  +0.24672212754318E+000  +0.18435169582282E+001  +0.36480538148448E-001  +0.84239880061090E-003  +0.95363640308849E-006  +0.32795682823184E-004  -0.57386113277311E-008  +0.10879575099659E-008  -0.31182822058046E-005  +0.87520288784906E-003  +0.11423755245991E-006
    11.00000000  +0.12455293288711E+002  +0.24692574740186E+000  +0.18340197987833E+001  +0.36282986375889E-001  +0.62734739370522E-003  +0.14832199854309E-005  +0.46235163479972E-004  -0.11161915944737E-007  +0.16422032258793E-008  -0.39734123535942E-005  +0.97816521130830E-003  +0.19911271084655E-006
    12.00000000  +0.12466306251460E+002  +0.24713577044503E+000  +0.18247239834660E+001  +0.36090221822625E-001  +0.43517130210584E-003  +0.21955670178558E-005  +0.62820191923046E-004  -0.20311502837077E-007  +0.23944981023116E-008  -0.49267777451065E-005  +0.10653474621936E-002  +0.32747506891535E-006
    13.00000000  +0.12477596869145E+002  +0.24735118887556E+000  +0.18156227545032E+001  +0.35902340314015E-001  +0.27252870181305E-003  +0.31179696213175E-005  +0.82695060422064E-004  -0.34958784331553E-007  +0.33838751738423E-008  -0.59680968207165E-005  +0.11330600760226E-002  +0.51306898479875E-006
    14.00000000  +0.12489109624367E+002  +0.24757116850794E+000  +0.18067098054099E+001  +0.35719420259764E-001  +0.14483531560481E-003  +0.42739526624861E-005  +0.10589608832084E-003  -0.57391046125342E-007  +0.46483720580201E-008  -0.70846147963854E-005  +0.11784182130751E-002  +0.77137301919261E-006
    15.00000000  +0.12500795953565E+002  +0.24779502165017E+000  +0.17979792098256E+001  +0.35541519201902E-001  +0.56041128741565E-004  +0.56817908030647E-005  +0.13234052705085E-003  -0.90466679486557E-007  +0.62229359701584E-008  -0.82614429537330E-005  +0.11994667800471E-002  +0.11192610940300E-005
    16.00000000  +0.12512613410139E+002  +0.24802218277509E+000  +0.17894253657111E+001  +0.35368671166594E-001  +0.84675011069129E-005  +0.73531821491806E-005  +0.16182020280687E-003  -0.13765657854073E-006  +0.81373103531046E-008  -0.94819205739488E-005  +0.11952672503088E-002  +0.15745623148638E-005
    17.00000000  +0.12524524932260E+002  +0.24825218677455E+000  +0.17810429525806E+001  +0.35200884763525E-001  +0.27121627800350E-005  +0.92921227891265E-005  +0.19400028752031E-003  -0.20306835779632E-006  +0.10414033747523E-007  -0.10727990799947E-004  +0.11659422984670E-002  +0.21555327092457E-005
    18.00000000  +0.12536498201596E+002  +0.24848464961633E+000  +0.17728268996565E+001  +0.35038141974745E-001  +0.37626727155774E-004  +0.11494015974666E-004  +0.22842337697391E-003  -0.29145056846076E-006  +0.13066674888545E-007  -0.11980582245591E-004  +0.11126760203899E-002  +0.28802549992049E-005
    19.00000000  +0.12548505081260E+002  +0.24871925124229E+000  +0.17647723630091E+001  +0.34880397573164E-001  +0.11036827051052E-003  +0.13945039728560E-004  +0.26451883278399E-003  -0.40817470295892E-006  +0.16098414024133E-007  -0.13219988866711E-004  +0.10376693784643E-002  +0.37659846455575E-005
    20.00000000  +0.12560521122990E+002  +0.24895572055952E+000  +0.17568747099008E+001  +0.34727579109691E-001  +0.21652334245613E-003  +0.16621787400525E-004  +0.30161712188501E-003  -0.55919344970481E-006  +0.19501060341559E-007  -0.14426241388713E-004  +0.94405241420770E-003  +0.48284618180243E-005
    21.00000000  +0.12572525134946E+002  +0.24919382238562E+000  +0.17491295086987E+001  +0.34579587407402E-001  +0.35029962671829E-003  +0.19491187233223E-004  +0.33896867258315E-003  -0.75097437061626E-006  +0.23254570599002E-007  -0.15579464473290E-004  +0.83575662475925E-003  +0.60812097098037E-005
    22.00000000  +0.12584498802643E+002  +0.24943334621616E+000  +0.17415325228612E+001  +0.34436297501249E-001  +0.50477750429836E-003  +0.22510699396731E-004  +0.37576656942841E-003  -0.99040890010077E-006  +0.27327106153532E-007  -0.16660214703922E-004  +0.71735262580223E-003  +0.75348397864134E-005
    23.00000000  +0.12596426356469E+002  +0.24967409668724E+000  +0.17340797076499E+001  +0.34297559962681E-001  +0.67221111288799E-003  +0.25628782220398E-004  +0.41117223865505E-003  -0.12846972863962E-005  +0.31675636171485E-007  -0.17649795402424E-004  +0.59385974550229E-003  +0.91963841972553E-005
    24.00000000  +0.12608294280047E+002  +0.24991588561020E+000  +0.17267672083695E+001  +0.34163202550249E-001  +0.84436626649125E-003  +0.28785613492813E-004  +0.44434313927859E-003  -0.16412107965487E-005  +0.36247065501060E-007  -0.18530545199008E-004  +0.47053544458426E-003  +0.11068674746891E-004
    25.00000000  +0.12620091054321E+002  +0.25015852545862E+000  +0.17195913590920E+001  +0.34033032129694E-001  +0.10128808988493E-002  +0.31914047690857E-004  +0.47446137826135E-003  -0.20673331694875E-005  +0.40979837996795E-007  -0.19286098148359E-004  +0.35265338037771E-003  +0.13149786583321E-004
    26.00000000  +0.12631806932856E+002  +0.25040182419087E+000  +0.17125486809902E+001  +0.33906836810140E-001  +0.11696326023475E-002  +0.34940785805144E-004  +0.50076211596123E-003  -0.25702839143023E-005  +0.45805941388779E-007  -0.19901614005188E-004  +0.24527948489367E-003  +0.15432563173047E-004
    27.00000000  +0.12643433744316E+002  +0.25064558129451E+000  +0.17056358795732E+001  +0.33784388246799E-001  +0.13070974034824E-002  +0.37787731009782E-004  +0.52256062299091E-003  -0.31569266017771E-005  +0.50653219272625E-007  -0.20363978005713E-004  +0.15305558178359E-003  +0.17904237255798E-004
    28.00000000  +0.12654964718507E+002  +0.25088958494174E+000  +0.16988498402897E+001  +0.33665444064858E-001  +0.14186841710197E-002  +0.40373500734155E-004  +0.53927689227758E-003  -0.38335657772866E-005  +0.55447880411762E-007  -0.20661970150207E-004  +0.79999814388487E-004  +0.20546160360767E-004
    29.00000000  +0.12666394332809E+002  +0.25113361014870E+000  +0.16921876221378E+001  +0.33549750363902E-001  +0.14990299882176E-002  +0.42615063683911E-004  +0.55045679913046E-003  -0.46057365250578E-005  +0.60117085974908E-007  -0.20786404525370E-004  +0.29332504572371E-004  +0.23333651173799E-004
    30.00000000  +0.12677718176121E+002  +0.25137741783499E+000  +0.16856464490907E+001  +0.33437044267156E-001  +0.15442434006890E-002  +0.44429468980036E-004  +0.55578893410555E-003  -0.54779910320774E-005  +0.64591491967501E-007  -0.20730239632809E-004  +0.33350345798598E-005  +0.26235970620208E-004
    31.00000000  +0.12688932827826E+002  +0.25162075468377E+000  +0.16792236993080E+001  +0.33327056484827E-001  +0.15520846129252E-002  +0.45735633785038E-004  +0.55511640315226E-003  -0.64536867307767E-005  +0.68807627037823E-007  -0.20488661007577E-004  +0.32479831138443E-005  +0.29216429016730E-004
    32.00000000  +0.12700035749560E+002  +0.25186335370721E+000  +0.16729168922517E+001  +0.33219513865796E-001  +0.15220743596360E-002  +0.46456155519535E-004  +0.54844309002846E-003  -0.75347807408292E-005  +0.72709994818891E-007  -0.20059137609781E-004  +0.29213108301807E-004  +0.32232628091003E-004
    33.00000000  +0.12711025187862E+002  +0.25210493542677E+000  +0.16667236739603E+001  +0.33114141916618E-001  +0.14555262111646E-002  +0.46519114984869E-004  +0.53593409900718E-003  -0.87216353811341E-005  +0.76252804482574E-007  -0.19441453556232E-004  +0.80261922748422E-004  +0.35236838106837E-004
    34.00000000  +0.12721900086079E+002  +0.25234520958259E+000  +0.16606418008486E+001  +0.33010667271095E-001  +0.13555003561643E-002  +0.45859837358133E-004  +0.51791033217189E-003  -0.10012839483857E-004  +0.79401252440675E-007  -0.18637716749538E-004  +0.15435162755024E-003  +0.38176507803982E-004
    35.00000000  +0.12732660004123E+002  +0.25258387729123E+000  +0.16546691224920E+001  +0.32908820097516E-001  +0.12266802984493E-002  +0.44422579061123E-004  +0.49483739518137E-003  -0.11405050114947E-004  +0.82132301108147E-007  -0.17652345848775E-004  +0.24844714730419E-003  +0.40994902394415E-004
    36.00000000  +0.12743305044931E+002  +0.25282063357615E+000  +0.16488035639212E+001  +0.32808336433745E-001  +0.10751772615962E-002  +0.42162109890579E-004  +0.46730925814366E-003  -0.12892859092622E-004  +0.84434926149541E-007  -0.16492036856755E-004  +0.35864602372717E-003  +0.43631862482278E-004
    37.00000000  +0.12753835786719E+002  +0.25305517020039E+000  +0.16430431079928E+001  +0.32708960442738E-001  +0.90827026817108E-003  +0.39045161488511E-004  +0.43602731426151E-003  -0.14468688400691E-004  +0.86309830350250E-007  -0.15165710359505E-004  +0.48034106734104E-003  +0.46024674517750E-004
    38.00000000  +0.12764253220287E+002  +0.25328717873526E+000  +0.16373857784147E+001  +0.32610446582629E-001  +0.73409271104993E-003  +0.35051715199374E-004  +0.40177566894192E-003  -0.16122718221811E-004  +0.87768648831852E-007  -0.13684440194985E-004  +0.60841401572916E-003  +0.48109041279632E-004
    39.00000000  +0.12774558690850E+002  +0.25351635380405E+000  +0.16318296239929E+001  +0.32512561686204E-001  +0.56127863593687E-003  +0.30176104576392E-004  +0.36539364789882E-003  -0.17842850872339E-004  +0.88832695432372E-007  -0.12061364061056E-004  +0.73745207569356E-003  +0.49820138928382E-004
    40.00000000  +0.12784753844007E+002  +0.25374239644321E+000  +0.16263727046236E+001  +0.32415086944521E-001  +0.39858379930025E-003  +0.24427910242342E-004  +0.32774662763442E-003  -0.19614713411373E-004  +0.89531322455802E-007  -0.10311576317319E-004  +0.86197819618787E-003  +0.51093745399988E-004
    41.00000000  +0.12794840575618E+002  +0.25396501752770E+000  +0.16210130794961E+001  +0.32317819788504E-001  +0.25449777051937E-003  +0.17832627465870E-004  +0.28969636049009E-003  -0.21421701128667E-004  +0.89899984572739E-007  -0.84520030316761E-005  +0.97668527579010E-003  +0.51867423339090E-004
    42.00000000  +0.12804820985443E+002  +0.25418394121016E+000  +0.16157487978849E+001  +0.32220575660823E-001  +0.13686385436338E-003  +0.10432089675294E-004  +0.25207198608575E-003  -0.23245063496679E-004  +0.89978111543768E-007  -0.65012591670343E-005  +0.10766642828913E-002  +0.52081739413899E-004
    43.00000000  +0.12814697334523E+002  +0.25439890832653E+000  +0.16105778928148E+001  +0.32123189668306E-001  +0.52523393313532E-004  +0.22846341915966E-005  +0.21564289037996E-003  -0.25064033509087E-004  +0.89806903003498E-007  -0.44794877444170E-005  +0.11576164710332E-002  +0.51681500731607E-004
    44.00000000  +0.12824472006312E+002  +0.25460967972299E+000  +0.16054983777641E+001  +0.32025518102693E-001  +0.70000733327544E-005  -0.65350002733642E-005  +0.18109449389224E-003  -0.26856000630043E-004  +0.89427161422046E-007  -0.24081808388485E-005  +0.12160404997453E-002  +0.50616988196803E-004
    45.00000000  +0.12834147471624E+002  +0.25481603946129E+000  +0.16005082464586E+001  +0.31927439815001E-001  +0.42382374531871E-005  -0.15936051344974E-004  +0.14900792505356E-003  -0.28596726854389E-004  +0.88877276471075E-007  -0.30998239443437E-006  +0.12493862982870E-002  +0.48845166042254E-004
    46.00000000  +0.12843726257480E+002  +0.25501779786099E+000  +0.15956054756823E+001  +0.31828857426242E-001  +0.46406974905376E-004  -0.25812389267035E-004  +0.11984436839608E-003  -0.30260604638563E-004  +0.88191465560502E-007  +0.17915269230271E-005  +0.12561688939500E-002  +0.46330846426127E-004
    47.00000000  +0.12853210919915E+002  +0.25521479433905E+000  +0.15907880309121E+001  +0.31729698355036E-001  +0.13377899260272E-003  -0.36043451203712E-004  +0.93934677331675E-004  -0.31820954715065E-004  +0.87398361738461E-007  +0.38720622891663E-005  +0.12360371104236E-002  +0.43047787946884E-004
    48.00000000  +0.12862604020793E+002  +0.25540690000842E+000  +0.15860538744733E+001  +0.31629915640939E-001  +0.26469010710305E-003  -0.46495448991688E-004  +0.71474616054749E-004  -0.33250361060722E-004  +0.86520022151901E-007  +0.59068837287087E-005  +0.11897939542599E-002  +0.38979707189908E-004
    49.00000000  +0.12871908108632E+002  +0.25559401999932E+000  +0.15814009758110E+001  +0.31529488541279E-001  +0.43558175356147E-003  -0.57022841576023E-004  +0.52525854212447E-004  -0.34521039561660E-004  +0.85571408733707E-007  +0.78710601089560E-005  +0.11193675675263E-002  +0.34121183000044E-004
    50.00000000  +0.12881125703391E+002  +0.25577609546826E+000  +0.15768273233882E+001  +0.31428422879129E-001  +0.64112534114466E-003  -0.67470059051640E-004  +0.37022591705451E-004  -0.35605236217195E-004  +0.84560368749054E-007  +0.97397461127338E-005  +0.10277337442760E-002  +0.28478434080767E-004
    51.00000000  +0.12890259285087E+002  +0.25595310526272E+000  +0.15723309376609E+001  +0.31326751120887E-001  +0.87442374564305E-003  -0.77673460855056E-004  +0.24783449880210E-004  -0.36475650062512E-004  +0.83488117434281E-007  +0.11488469614774E-004  +0.91879309643667E-003  +0.22069951758826E-004
    52.00000000  +0.12899311286064E+002  +0.25612506721154E+000  +0.15679098845327E+001  +0.31224532163823E-001  +0.11272818729593E-002  -0.87463506277096E-004  +0.15528039835003E-004  -0.37105875377661E-004  +0.82350199381015E-007  +0.13093426317563E-004  +0.79720792090075E-003  +0.14926971323831E-004
